	recetox_cid	iupac_inchi	smiles
562	674	InChI=1S/C14H8O5/c15-6-1-2-7-9(5-6)13(18)11-8(12(7)17)3-4-10(16)14(11)19/h1-5,15-16,19H	Oc1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1O)O
563	675	InChI=1S/C23H44O5/c1-3-5-7-9-11-13-15-17-22(25)27-20-21(19-24)28-23(26)18-16-14-12-10-8-6-4-2/h21,24H,3-20H2,1-2H3	CCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCC)CO
564	677	InChI=1S/C39H72O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-36-37(35-40)44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20,37,40H,3-16,21-36H2,1-2H3	CCCCCCCCC=CCCCCCCCC(=O)OCC(OC(=O)CCCCCCCC=CCCCCCCCC)CO
565	678	InChI=1S/C8H10N4O2/c1-10-4-9-5-6(10)11(2)8(14)12(3)7(5)13/h4H,1-3H3	O=c1n(C)c2n(C)cnc2c(=O)n1C
566	679	InChI=1S/C16H24N4O2/c1-3-9-19-14-12(15(21)20(10-4-2)16(19)22)17-13(18-14)11-7-5-6-8-11/h11H,3-10H2,1-2H3,(H,17,18)	CCCn1c2[nH]c(nc2c(=O)n(c1=O)CCC)C1CCCC1
567	680	InChI=1S/C17H20N4O5S/c1-3-9-20-15-13(16(22)21(10-4-2)17(20)23)18-14(19-15)11-5-7-12(8-6-11)27(24,25)26/h5-8H,3-4,9-10H2,1-2H3,(H,18,19)(H,24,25,26)	CCCn1c2nc([nH]c2c(=O)n(c1=O)CCC)c1ccc(cc1)S(=O)(=O)O
568	681	InChI=1S/C5H11NO3/c7-2-3-5(9)4(8)1-6-3/h3-9H,1-2H2	OCC1NCC(C1O)O
569	682	InChI=1S/C9H7NO2/c11-8-3-1-2-7-6(8)4-5-10-9(7)12/h1-5,11H,(H,10,12)	Oc1cccc2c1ccnc2O
570	683	InChI=1S/C6H14N2/c7-3-6-8-4-1-2-5-8/h1-7H2	NCCN1CCCC1
571	684	InChI=1S/C21H21ClN2O/c1-4-14(2)24(3)21(25)19-13-15-9-5-6-10-16(15)20(23-19)17-11-7-8-12-18(17)22/h5-14H,4H2,1-3H3	CCC(N(C(=O)c1cc2ccccc2c(n1)c1ccccc1Cl)C)C
572	685	InChI=1S/C11H16N2O/c1-14-11-5-3-2-4-10(11)13-8-6-12-7-9-13/h2-5,12H,6-9H2,1H3	COc1ccccc1N1CCNCC1
573	686	InChI=1S/C20H14ClN3/c21-15-9-6-10-16(13-15)22-20-18-12-5-4-11-17(18)19(23-24-20)14-7-2-1-3-8-14/h1-13H,(H,22,24)	Clc1cccc(c1)N=c1[nH]nc(c2c1cccc2)c1ccccc1
574	687	InChI=1S/C8H10ClN5/c9-5-2-1-3-6(4-5)13-8(12)14-7(10)11/h1-4H,(H6,10,11,12,13,14)	NC(=N)NC(=N)Nc1cccc(c1)Cl
575	688	InChI=1S/C10H13ClN2/c11-9-2-1-3-10(8-9)13-6-4-12-5-7-13/h1-3,8,12H,4-7H2	Clc1cccc(c1)N1CCNCC1
576	689	InChI=1S/C10H7F3N2/c11-10(12,13)8-3-1-2-4-9(8)15-6-5-14-7-15/h1-7H	FC(c1ccccc1n1cncc1)(F)F
577	690	InChI=1S/C16H16N4O5S/c1-4-9-20-15(21)12-14(19(3)16(20)22)17-13(18(12)2)10-5-7-11(8-6-10)26(23,24)25/h4-8H,1,9H2,2-3H3,(H,23,24,25)	C=CCn1c(=O)n(C)c2c(c1=O)n(C)c(n2)c1ccc(cc1)S(=O)(=O)O
578	691	InChI=1S/C7H13NO2/c8-7(6(9)10)4-2-1-3-5-7/h1-5,8H2,(H,9,10)	OC(=O)C1(N)CCCCC1
579	692	InChI=1S/C6H6N4/c7-10-6-4-2-1-3-5(6)8-9-10/h1-4H,7H2	Nn1nnc2c1cccc2
580	693	InChI=1S/C16H13NO3S/c18-21(19,20)15-11-5-7-12-6-4-10-14(16(12)15)17-13-8-2-1-3-9-13/h1-11,17H,(H,18,19,20)	OS(=O)(=O)c1cccc2c1c(ccc2)Nc1ccccc1
581	694	InChI=1S/C13H15NO3/c15-13(14-6-2-1-3-7-14)10-4-5-11-12(8-10)17-9-16-11/h4-5,8H,1-3,6-7,9H2	O=C(c1ccc2c(c1)OCO2)N1CCCCC1
582	695	InChI=1S/C19H19NO3/c1-13-16(11-19(21)22)17-10-15(23-2)8-9-18(17)20(13)12-14-6-4-3-5-7-14/h3-10H,11-12H2,1-2H3,(H,21,22)	COc1ccc2c(c1)c(CC(=O)O)c(n2Cc1ccccc1)C
583	696	InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2	OCC1NCC(C(C1O)O)O
584	697	InChI=1S/C16H12O3/c1-8-7-12-13(14(17)9(8)2)16(19)11-6-4-3-5-10(11)15(12)18/h3-7,17H,1-2H3	O=C1c2ccccc2C(=O)c2c1c(O)c(c(c2)C)C
585	698	InChI=1S/C16H18ClNO4S/c1-9(2)22-16(20)12-8-11(4-5-13(12)17)18-15(19)14-10(3)21-6-7-23-14/h4-5,8-9H,6-7H2,1-3H3,(H,18,19)	CC(OC(=O)c1cc(ccc1Cl)N=C(C1=C(C)OCCS1)O)C
586	699	InChI=1S/C12H15N/c1-13-9-7-12(8-10-13)11-5-3-2-4-6-11/h2-7H,8-10H2,1H3	CN1CCC(=CC1)c1ccccc1
587	700	InChI=1S/C4H6N2/c1-6-3-2-5-4-6/h2-4H,1H3	Cn1cncc1
588	701	InChI=1S/C27H58NO6P/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-23-32-25-27(31-5)26-34-35(29,30)33-24-22-28(2,3)4/h27H,6-26H2,1-5H3	CCCCCCCCCCCCCCCCCCOCC(COP(=O)(OCC[N+](C)(C)C)[O-])OC
589	702	InChI=1S/C16H19N5/c1-10-5-7-11(8-6-10)13-12-14(17)18-9-19-15(12)21(20-13)16(2,3)4/h5-9H,1-4H3,(H2,17,18,19)	Cc1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C
590	703	InChI=1S/C28H41N7O3/c1-8-35(9-2)13-11-10-12-29-26-30-18-20-16-23(19-14-21(37-6)17-22(15-19)38-7)25(31-24(20)32-26)33-27(36)34-28(3,4)5/h14-18H,8-13H2,1-7H3,(H3,29,30,31,32,33,34,36)	CCN(CCCCN=c1ncc2c([nH]1)nc(c(c2)c1cc(OC)cc(c1)OC)N=C(NC(C)(C)C)O)CC
591	704	InChI=1S/C20H32O3/c1-2-3-4-5-10-13-16-19(21)17-14-11-8-6-7-9-12-15-18-20(22)23/h7-11,13-14,17,19,21H,2-6,12,15-16,18H2,1H3,(H,22,23)	CCCCCC=CCC(C=CC=CCC=CCCCC(=O)O)O
592	705	InChI=1S/C13H26O3/c1-16-12-10-8-6-4-2-3-5-7-9-11-13(14)15/h2-12H2,1H3,(H,14,15)	COCCCCCCCCCCCC(=O)O
593	706	InChI=1S/C18H32O4/c1-2-3-11-14-17(22-21)15-12-9-7-5-4-6-8-10-13-16-18(19)20/h7,9,12,15,17,21H,2-6,8,10-11,13-14,16H2,1H3,(H,19,20)	CCCCCC(C=CC=CCCCCCCCC(=O)O)OO
594	707	InChI=1S/C10H15N3/c1-8(12)13-7-10-4-2-3-9(5-10)6-11/h2-5H,6-7,11H2,1H3,(H2,12,13)	NCc1cccc(c1)CNC(=N)C
595	708	InChI=1S/C20H36O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h9,11,14,17,19,21H,2-8,10,12-13,15-16,18H2,1H3,(H,22,23)	CCCCCC(C=CC=CCCCCCCCCCC(=O)O)O
596	709	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h1H,3-17H2,(H,19,20)	C#CCCCCCCCCCCCCCCCC(=O)O
597	710	InChI=1S/C23H30O5/c24-18(13-12-17-8-4-3-5-9-17)14-15-20-19(21(25)16-22(20)26)10-6-1-2-7-11-23(27)28/h1,3-6,8-9,14-15,18-20,22,24,26H,2,7,10-13,16H2,(H,27,28)	OC(=O)CCCC=CCC1C(=O)CC(C1C=CC(CCc1ccccc1)O)O
598	711	InChI=1S/C22H33NO4/c1-20-9-6-15(23-27-13-19(24)25)12-14(20)4-5-16-17(20)7-10-21(2)18(16)8-11-22(21,3)26/h12,16-18,26H,4-11,13H2,1-3H3,(H,24,25)	OC(=O)CON=C1CCC2(C(=C1)CCC1C2CCC2(C1CCC2(C)O)C)C
599	712	InChI=1S/C21H17Cl3O3/c1-25-16-9-10-20(19(24)11-16)26-12-14-5-7-15(8-6-14)13-27-21-17(22)3-2-4-18(21)23/h2-11H,12-13H2,1H3	COc1ccc(c(c1)Cl)OCc1ccc(cc1)COc1c(Cl)cccc1Cl
600	713	InChI=1S/C9H5N3O2/c13-9-12-7-4-2-1-3-6(7)10-5-8(12)11-14-9/h1-5H	O=c1onc2n1c1ccccc1nc2
601	714	InChI=1S/C18H16O3/c19-16-9-15-13(17(20)18(16)21)6-5-12-7-10-3-1-2-4-11(10)8-14(12)15/h1-8,16-21H,9H2	OC1Cc2c(C(C1O)O)ccc1c2cc2ccccc2c1
602	715	InChI=1S/C27H28N6O/c1-3-34-21-8-4-18(5-9-21)26-28-22-10-6-19(16-24(22)30-26)27-29-23-11-7-20(17-25(23)31-27)33-14-12-32(2)13-15-33/h4-11,16-17H,3,12-15H2,1-2H3,(H,28,30)(H,29,31)	CCOc1ccc(cc1)c1[nH]c2c(n1)cc(cc2)c1nc2c([nH]1)cc(cc2)N1CCN(CC1)C
603	716	InChI=1S/C20H20O5/c1-11(2)3-5-14-17(22)8-7-13(19(14)23)16-10-25-18-9-12(21)4-6-15(18)20(16)24/h3-4,6-9,16,21-23H,5,10H2,1-2H3	CC(=CCc1c(O)ccc(c1O)C1COc2c(C1=O)ccc(c2)O)C
604	717	InChI=1S/C10H8N2/c1-3-7-11-9(5-1)10-6-2-4-8-12-10/h1-8H	c1ccc(nc1)c1ccccn1
605	718	InChI=1S/C8H5Cl3O3/c9-4-1-6(11)7(2-5(4)10)14-3-8(12)13/h1-2H,3H2,(H,12,13)	OC(=O)COc1cc(Cl)c(cc1Cl)Cl
606	719	InChI=1S/C9H7Cl3O3/c1-14-9(13)4-15-8-3-6(11)5(10)2-7(8)12/h2-3H,4H2,1H3	COC(=O)COc1cc(Cl)c(cc1Cl)Cl
607	720	InChI=1S/C6H3Br3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H	Brc1cc(Br)c(c(c1)Br)O
608	721	InChI=1S/C7H7Cl2N/c8-6-2-1-5(4-10)7(9)3-6/h1-3H,4,10H2	NCc1ccc(cc1Cl)Cl
609	722	InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)	OC(=O)COc1ccc(cc1Cl)Cl
610	723	InChI=1S/C9H8Cl2O3/c1-13-9(12)5-14-8-3-2-6(10)4-7(8)11/h2-4H,5H2,1H3	COC(=O)COc1ccc(cc1Cl)Cl
611	724	InChI=1S/C10H10Cl2O3/c11-7-3-4-9(8(12)6-7)15-5-1-2-10(13)14/h3-4,6H,1-2,5H2,(H,13,14)	OC(=O)CCCOc1ccc(cc1Cl)Cl
612	725	InChI=1S/C11H12Cl2O3/c1-15-11(14)3-2-6-16-10-5-4-8(12)7-9(10)13/h4-5,7H,2-3,6H2,1H3	COC(=O)CCCOc1ccc(cc1Cl)Cl
613	726	InChI=1S/C7H6O4/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,8-9H,(H,10,11)	Oc1ccc(c(c1)O)C(=O)O
614	727	InChI=1S/C6H4N2O5/c9-6-2-1-4(7(10)11)3-5(6)8(12)13/h1-3,9H	O=N(=O)c1ccc(c(c1)N(=O)=O)O
615	728	InChI=1S/C15H13N3O/c16-15(17)9-5-6-12-10(7-9)8-13(18-12)11-3-1-2-4-14(11)19/h1-8,18-19H,(H3,16,17)	Oc1ccccc1c1cc2c([nH]1)ccc(c2)C(=N)N
616	729	InChI=1S/C11H16N2O3/c12-7-3-1-6(2-4-7)9-11(16)10(15)8(5-14)13-9/h1-4,8-11,13-16H,5,12H2	OCC1NC(C(C1O)O)c1ccc(cc1)N
617	730	InChI=1S/C6H15NS/c1-2-3-4-7-5-6-8/h7-8H,2-6H2,1H3	CCCCNCCS
618	731	InChI=1S/C13H12N4/c1-17-11-7-10(9-5-3-2-4-6-9)8-15-12(11)16-13(17)14/h2-8H,1H3,(H2,14,15,16)	Cn1c(=N)[nH]c2c1cc(cn2)c1ccccc1
619	732	InChI=1S/C4H11NO2/c1-4(5,2-6)3-7/h6-7H,2-3,5H2,1H3	OCC(CO)(N)C
620	733	InChI=1S/C6H8N2/c1-5-2-3-8-6(7)4-5/h2-4H,1H3,(H2,7,8)	Cc1cc[nH]c(=N)c1
621	734	InChI=1S/C9H7N3O4S2/c10-9-11-5-8(17-9)18(15,16)7-3-1-6(2-4-7)12(13)14/h1-5H,(H2,10,11)	N=c1[nH]cc(s1)S(=O)(=O)c1ccc(cc1)N(=O)=O
622	735	InChI=1S/C13H11N/c14-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8H,7,14H2	Nc1ccc2-c3c(Cc2c1)cccc3
623	736	InChI=1S/C18H21N5O/c1-3-7-13(8-4-1)11-24-17-15-16(20-12-19-15)22-18(23-17)21-14-9-5-2-6-10-14/h2,5-6,9-10,12-13H,1,3-4,7-8,11H2,(H2,19,20,21,22,23)	C1CCC(CC1)COc1nc(=Nc2ccccc2)[nH]c2c1nc[nH]2
624	737	InChI=1S/C23H16FNO2/c1-14-21(23(26)27)19-13-18(24)11-12-20(19)25-22(14)17-9-7-16(8-10-17)15-5-3-2-4-6-15/h2-13H,1H3,(H,26,27)	Fc1ccc2c(c1)c(C(=O)O)c(c(n2)c1ccc(cc1)c1ccccc1)C
625	738	InChI=1S/C10H12ClN5O3/c11-10-14-8(12)7-9(15-10)16(3-13-7)6-1-4(18)5(2-17)19-6/h3-6,17-18H,1-2H2,(H2,12,14,15)	OCC1OC(CC1O)n1cnc2c1nc(Cl)nc2N
626	739	InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-44(46)52-43(42-51-53(47,48)50-40-38-45(3,4)5)41-49-39-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h14,16,20,22,24-25,43H,6-13,15,17-19,21,23,26-42H2,1-5H3	CCCCCCCCCCCCCCCCOCC(OC(=O)CCCCCCC=CCC=CCC=CCCCCC)COP(=O)(OCC[N+](C)(C)C)[O-]
627	740	InChI=1S/C19H21NO6S/c1-4-26-18(21)13-20(17-8-6-5-7-16(17)19(22)25-3)27(23,24)15-11-9-14(2)10-12-15/h5-12H,4,13H2,1-3H3	CCOC(=O)CN(S(=O)(=O)c1ccc(cc1)C)c1ccccc1C(=O)OC
628	741	InChI=1S/C14H28O3/c1-2-3-4-5-6-7-8-9-10-11-12-13(15)14(16)17/h13,15H,2-12H2,1H3,(H,16,17)	CCCCCCCCCCCCC(C(=O)O)O
629	743	InChI=1S/C5H5NOS.Na/c7-6-4-2-1-3-5(6)8;/h1-4,8H;/q;+1/p-1	Sc1ccccn1=O
630	744	InChI=1S/C5H5NOS/c7-6-4-2-1-3-5(6)8/h1-4,7H	S=c1ccccn1O
631	745	InChI=1S/C11H14N2O/c1-7-9(4-5-12)10-6-8(14)2-3-11(10)13-7/h2-3,6,13-14H,4-5,12H2,1H3	Cc1c(CCN)c2c([nH]1)ccc(c2)O
632	746	InChI=1S/C10H13NO/c1-8(11-2)10(12)9-6-4-3-5-7-9/h3-8,11H,1-2H3	CNC(C(=O)c1ccccc1)C
633	747	InChI=1S/C20H14N2O6/c23-19(24)14-11-12-18(17(13-14)22(26)27)28-20(25)21(15-7-3-1-4-8-15)16-9-5-2-6-10-16/h1-13H,(H,23,24)	O=C(N(c1ccccc1)c1ccccc1)Oc1ccc(cc1N(=O)=O)C(=O)O
634	748	InChI=1S/C16H18N6O4/c17-13-10-14(21-16(20-13)19-8-4-2-1-3-5-8)22(7-18-10)15-12(25)11(24)9(6-23)26-15/h1-5,7,9,11-12,15,23-25H,6H2,(H3,17,19,20,21)	OCC1OC(C(C1O)O)n1cnc2c1nc(=Nc1ccccc1)[nH]c2N
635	749	InChI=1S/C27H44O2/c1-19-10-13-23(28)18-22(19)12-11-21-9-7-17-27(5)24(14-15-25(21)27)20(2)8-6-16-26(3,4)29/h11-12,20,23-25,28-29H,1,6-10,13-18H2,2-5H3	OC1CCC(=C)C(=CC=C2CCCC3(C2CCC3C(CCCC(O)(C)C)C)C)C1
636	750	InChI=1S/C14H16BNO/c16-11-12-17-15(13-7-3-1-4-8-13)14-9-5-2-6-10-14/h1-10H,11-12,16H2	NCCOB(c1ccccc1)c1ccccc1
637	751	InChI=1S/C7H7Cl2N/c8-6-2-1-5(4-10)3-7(6)9/h1-3H,4,10H2	NCc1ccc(c(c1)Cl)Cl
638	752	InChI=1S/C9H4Cl2O2/c10-7-5-3-1-2-4-6(5)9(12)13-8(7)11/h1-4H	Clc1oc(=O)c2c(c1Cl)cccc2
639	753	InChI=1S/C19H12F3N3O3S/c20-19(21,22)10-5-6-15-14(7-10)23-16(29-15)9-25-18(28)12-4-2-1-3-11(12)13(24-25)8-17(26)27/h1-7H,8-9H2,(H,26,27)	OC(=O)Cc1nn(Cc2nc3c(s2)ccc(c3)C(F)(F)F)c(=O)c2c1cccc2
640	754	InChI=1S/C10H13NO2/c1-7(11)4-8-2-3-9-10(5-8)13-6-12-9/h2-3,5,7H,4,6,11H2,1H3	CC(Cc1ccc2c(c1)OCO2)N
641	755	InChI=1S/C11H15NO2/c1-8(12-2)5-9-3-4-10-11(6-9)14-7-13-10/h3-4,6,8,12H,5,7H2,1-2H3	CNC(Cc1ccc2c(c1)OCO2)C
642	756	InChI=1S/C11H26N2/c1-3-5-9-13(10-6-4-2)11-7-8-12/h3-12H2,1-2H3	CCCCN(CCCN)CCCC
643	757	InChI=1S/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)	N=c1nc[nH][nH]1
644	758	InChI=1S/C20H20N2O3S/c1-2-22(16-9-5-3-6-10-16)26(23,24)18-13-14-20(19(21)15-18)25-17-11-7-4-8-12-17/h3-15H,2,21H2,1H3	CCN(S(=O)(=O)c1ccc(c(c1)N)Oc1ccccc1)c1ccccc1
645	759	InChI=1S/C7H8N2O/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,8H2,(H2,9,10)	Nc1cccc(c1)C(=N)O
646	760	InChI=1S/C3H9NO3S/c4-2-1-3-8(5,6)7/h1-4H2,(H,5,6,7)	NCCCS(=O)(=O)O
647	762	InChI=1S/C7H4BrN3O2/c8-7-4-2-1-3-5(11(12)13)6(4)9-10-7/h1-3H,(H,9,10)	O=N(=O)c1cccc2c1[nH]nc2Br
648	763	InChI=1S/C18H24O5S/c1-18-9-8-14-13-5-3-12(23-24(20,21)22)10-11(13)2-4-15(14)16(18)6-7-17(18)19/h3,5,10,14-17,19H,2,4,6-9H2,1H3,(H,20,21,22)	OC1CCC2C1(C)CCC1C2CCc2c1ccc(c2)OS(=O)(=O)O
649	764	InChI=1S/C6H10O5/c1-6(11,2-4(7)8)3-5(9)10/h11H,2-3H2,1H3,(H,7,8)(H,9,10)	OC(=O)CC(CC(=O)O)(O)C
650	765	InChI=1S/C7H10N2O/c8-9-5-6-2-1-3-7(10)4-6/h1-4,9-10H,5,8H2	NNCc1cccc(c1)O
651	766	InChI=1S/C22H38O/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)4-2/h2,9-10,20-23H,3,5-8,11-19H2,1H3	CCCCCCC=CCCCCCCCCCC=CC(C#C)O
652	767	InChI=1S/C9H13NO2/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,11H,4-5,10H2,1H3	NCCc1ccc(c(c1)OC)O
653	768	InChI=1S/C10H13NO4/c1-15-9-5-6(2-3-8(9)12)4-7(11)10(13)14/h2-3,5,7,12H,4,11H2,1H3,(H,13,14)	COc1cc(ccc1O)CC(C(=O)O)N
654	769	InChI=1S/C4H11NO/c1-6-4-2-3-5/h2-5H2,1H3	COCCCN
655	770	InChI=1S/C21H16/c1-13-6-7-15-12-20-17-5-3-2-4-14(17)8-9-18(20)19-11-10-16(13)21(15)19/h2-9,12H,10-11H2,1H3	Cc1ccc2c3c1CCc3c1c(c2)c2ccccc2cc1
656	771	InChI=1S/C8H10N4O2/c1-2-3-12-6-5(9-4-10-6)7(13)11-8(12)14/h4H,2-3H2,1H3,(H,9,10)(H,11,13,14)	CCCn1c(=O)nc(c2c1[nH]cn2)O
657	772	InChI=1S/C6H6BNO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4,9-10H	OB(c1cccc(c1)N(=O)=O)O
658	773	InChI=1S/C3H5NO4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)	OC(=O)CCN(=O)=O
659	774	InChI=1S/C7H6N2O2/c8-7(10)5-2-1-3-6(4-5)9-11/h1-4H,(H2,8,10)	O=Nc1cccc(c1)C(=N)O
660	775	InChI=1S/C21H22O4/c1-12(2)4-5-13-8-16-19(10-18(13)23-3)24-11-17-15-7-6-14(22)9-20(15)25-21(16)17/h4,6-10,17,21-22H,5,11H2,1-3H3	COc1cc2OCC3C(c2cc1CC=C(C)C)Oc1c3ccc(c1)O
661	776	InChI=1S/C3H7O5P/c4-3(5)1-2-9(6,7)8/h1-2H2,(H,4,5)(H2,6,7,8)	OC(=O)CCP(=O)(O)O
662	777	InChI=1S/C18H18F3N3O3/c1-10-7-13(16-22-17(27-24-16)18(19,20)21)8-11(2)15(10)25-6-4-5-14-9-12(3)23-26-14/h7-9H,4-6H2,1-3H3	Cc1noc(c1)CCCOc1c(C)cc(cc1C)c1noc(n1)C(F)(F)F
663	778	InChI=1S/C15H9BrO2/c16-11-7-5-10(6-8-11)15-9-13(17)12-3-1-2-4-14(12)18-15/h1-9H	Brc1ccc(cc1)c1cc(=O)c2c(o1)cccc2
664	779	InChI=1S/C21H24ClNO/c1-23-18-11-12-19(23)14-20(13-18)24-21(15-5-3-2-4-6-15)16-7-9-17(22)10-8-16/h2-10,18-21H,11-14H2,1H3	Clc1ccc(cc1)C(c1ccccc1)OC1CC2CCC(C1)N2C
665	780	InChI=1S/C16H12Cl2N2O/c1-20-14-7-6-12(18)8-13(14)16(19-9-15(20)21)10-2-4-11(17)5-3-10/h2-8H,9H2,1H3	Clc1ccc(cc1)C1=NCC(=O)N(c2c1cc(Cl)cc2)C
666	781	InChI=1S/C9H16O2/c1-2-3-4-6-9(11)7-5-8-10/h5,7-9,11H,2-4,6H2,1H3	CCCCCC(C=CC=O)O
667	782	InChI=1S/C6HBr4N3/c7-1-2(8)4(10)6-5(3(1)9)11-13-12-6/h(H,11,12,13)	Brc1c(Br)c(Br)c2c(c1Br)[nH]nn2
668	783	InChI=1S/C6H8N2O2/c9-6-4-3-7-2-1-5(4)10-8-6/h7H,1-3H2,(H,8,9)	Oc1noc2c1CNCC2
669	784	InChI=1S/C20H15N3O2/c24-19-15-11-17(21-13-7-3-1-4-8-13)18(12-16(15)20(25)23-19)22-14-9-5-2-6-10-14/h1-12,21-22H,(H,23,24,25)	OC1=NC(=O)c2c1cc(Nc1ccccc1)c(c2)Nc1ccccc1
670	785	InChI=1S/C14H12F2N2O3S/c15-12-3-1-2-10(13(12)16)8-18-14(19)9-4-6-11(7-5-9)22(17,20)21/h1-7H,8H2,(H,18,19)(H2,17,20,21)	O=C(c1ccc(cc1)S(=O)(=O)N)NCc1cccc(c1F)F
671	786	InChI=1S/C8H10FNO2S/c9-13(11,12)8-3-1-7(2-4-8)5-6-10/h1-4H,5-6,10H2	NCCc1ccc(cc1)S(=O)(=O)F
672	787	InChI=1S/C10H16NO3PS/c11-9-5-1-2-6-10(9)16-8-4-3-7-15(12,13)14/h1-2,5-6H,3-4,7-8,11H2,(H2,12,13,14)	Nc1ccccc1SCCCCP(=O)(O)O
673	788	InChI=1S/C10H15O5PS/c11-9-5-1-2-6-10(9)17(15)8-4-3-7-16(12,13)14/h1-2,5-6,11H,3-4,7-8H2,(H2,12,13,14)	O=S(c1ccccc1O)CCCCP(=O)(O)O
674	789	InChI=1S/C10H13O4PS/c11-9-5-1-2-6-10(9)16-8-4-3-7-15(12,13)14/h1-3,5-7,11H,4,8H2,(H2,12,13,14)	Oc1ccccc1SCCC=CP(=O)(O)O
675	790	InChI=1S/C9H15BO2Si/c1-13(2,3)9-6-4-8(5-7-9)10(11)12/h4-7,11-12H,1-3H3	OB(c1ccc(cc1)[Si](C)(C)C)O
676	791	InChI=1S/C17H15N3O3/c1-21-12-3-4-14-13(7-12)17(20-9-19-14)18-8-11-2-5-15-16(6-11)23-10-22-15/h2-7,9H,8,10H2,1H3,(H,18,19,20)	COc1ccc2c(c1)c(=NCc1ccc3c(c1)OCO3)[nH]cn2
677	792	InChI=1S/C25H32N2O2S/c1-29-23-7-8-24-22(18-23)19-27(15-16-30-24)25(28)11-14-26-12-9-21(10-13-26)17-20-5-3-2-4-6-20/h2-8,18,21H,9-17,19H2,1H3	COc1ccc2c(c1)CN(CCS2)C(=O)CCN1CCC(CC1)Cc1ccccc1
678	793	InChI=1S/C16H16N4O3/c1-10(21)19-12-6-8-14(9-7-12)23-15(22)11-2-4-13(5-3-11)20-16(17)18/h2-9H,1H3,(H,19,21)(H4,17,18,20)	NC(=N)Nc1ccc(cc1)C(=O)Oc1ccc(cc1)N=C(O)C
679	794	InChI=1S/C8H9FN2O2S/c9-14(12,13)5-6-1-3-7(4-2-6)8(10)11/h1-4H,5H2,(H3,10,11)	NC(=N)c1ccc(cc1)CS(=O)(=O)F
680	795	InChI=1S/C12H8N2O2/c13-9-5-4-8-10-6(9)2-1-3-7(10)11(15)14-12(8)16/h1-5H,13H2,(H,14,15,16)	OC1=NC(=O)c2c3c1cccc3c(cc2)N
681	796	InChI=1S/C7H9N3/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H3,9,10)	Nc1ccc(cc1)C(=N)N
682	797	InChI=1S/C4H12NO3P/c5-3-1-2-4-9(6,7)8/h1-5H2,(H2,6,7,8)	NCCCCP(=O)(O)O
683	798	InChI=1S/C5H6N2/c6-5-1-3-7-4-2-5/h1-4H,(H2,6,7)	N=c1cc[nH]cc1
684	799	InChI=1S/C7H5O2.ClH.Hg/c8-7(9)6-4-2-1-3-5-6;;/h2-5H,(H,8,9);1H;/q;;+1/p-1	OC(=O)C1=CC=C=C[CH]1
685	800	InChI=1S/C6H5ClO2/c7-5-2-1-4(8)3-6(5)9/h1-3,8-9H	Oc1ccc(c(c1)O)Cl
686	801	InChI=1S/C7H7ClO/c1-5-4-6(9)2-3-7(5)8/h2-4,9H,1H3	Oc1ccc(c(c1)C)Cl
687	802	InChI=1S/C11H8N2/c1-8-11(6-12)10-5-3-2-4-9(10)7-13-8/h2-5,7H,1H3	N#Cc1c(C)ncc2c1cccc2
688	803	InChI=1S/C21H26NO2/c1-22(2)15-13-19(14-16-22)24-21(23)20(17-9-5-3-6-10-17)18-11-7-4-8-12-18/h3-12,19-20H,13-16H2,1-2H3/q+1	O=C(C(c1ccccc1)c1ccccc1)OC1CC[N](CC1)(C)C
689	804	InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)	COc1cc(ccc1O)CC(=O)O
